PERIOD_BEGIN,REGION,STATE,PROPERTY_TYPE,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_PPSF,HOMES_SOLD,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,AVG_SALE_TO_LIST,PRICE_DROPS
1/1/2026,"Greenville, TX",Texas,Single Family Residential,255000,-0.017339147,262350,148.6238532,23,262,11.4,174,0.976984921,0.255725191
1/1/2026,"Georgetown, TX",Texas,Single Family Residential,417500,0.046131256,399450,199.0462797,116,714,6.2,126,0.971400822,0.340336135
1/1/2026,"Palm Valley, TX",Texas,Single Family Residential,387000,NA,242500,119.2621247,2,12,6,48,NA,0.166666667
1/1/2026,"Brazoria, TX",Texas,Single Family Residential,267500,0.621212121,115000,174.5078079,2,21,10.5,88,0.973684211,0.190476191
1/1/2026,"Poetry, TX",Texas,Single Family Residential,419900,NA,501950,198.0660377,1,10,10,43,1,0.2
1/1/2026,"Friendswood, TX",Texas,Single Family Residential,403000,0.008760951,412250,170.7369323,39,139,3.6,79,0.976655981,0.26618705
1/1/2026,"Weslaco, TX",Texas,Single Family Residential,232500,0.04494382,184999,127.2984289,12,151,12.6,57,0.953007294,0.218543046
1/1/2026,"Rockport, TX",Texas,Single Family Residential,281000,-0.034131922,419999.5,209.6273292,17,181,10.6,52,0.902157865,0.187845304
1/1/2026,"Stinnett, TX",Texas,Single Family Residential,140000,NA,84900,123.6749117,1,9,9,142,NA,NA
1/1/2026,"Mart, TX",Texas,Single Family Residential,55000,-0.466016825,214700,28.67598044,2,20,10,184,0.961538462,0.2
1/1/2026,"Pampa, TX",Texas,Single Family Residential,182950,0.362756052,119000,97.02742068,16,88,5.5,118,NA,0.193181818
1/1/2026,"Mansfield, TX",Texas,Single Family Residential,429500,-0.086170213,495000,168.8346997,60,300,5,76,0.976094139,0.303333333
1/1/2026,"Cibolo, TX",Texas,Single Family Residential,317450,-0.092987043,374500,153.810543,28,214,7.6,109,0.968758012,0.294392523
1/1/2026,"Denison, TX",Texas,Single Family Residential,257500,0.170986812,225000,151.0917243,14,226,16.1,104,0.951646036,0.256637168
1/1/2026,"Lakeside City, TX",Texas,Single Family Residential,372450,NA,408250,135.7281997,2,7,3.5,84,NA,0.142857143
1/1/2026,"Wells Branch, TX",Texas,Single Family Residential,452900,-0.083198381,527499.5,230.6509482,3,7,2.3,41,0.988625862,0.857142857
1/1/2026,"Oak Ridge North, TX",Texas,Single Family Residential,346000,NA,338000,149.6506875,2,6,3,128,0.934276018,0.5
1/1/2026,"Taylor, TX",Texas,Single Family Residential,275000,-0.137931035,289900,148.9955357,11,77,7,110,0.960097518,0.25974026
1/1/2026,"Colleyville, TX",Texas,Single Family Residential,836500,-0.195673077,980000,260.3393425,17,49,2.9,58,0.963656025,0.244897959
1/1/2026,"Shavano Park, TX",Texas,Single Family Residential,840000,0.302325581,1100000,289.1566265,3,16,5.3,52,0.966089542,0.25
1/1/2026,"Sargent, TX",Texas,Single Family Residential,303000,1.02,489000,272.2796091,8,58,7.3,149,0.950784971,0.103448276
1/1/2026,"Santa Rita Ranch, TX",Texas,Single Family Residential,625000,0.157750445,599900,215.9640636,17,148,8.7,136,0.962855424,0.493243243
1/1/2026,"Groves, TX",Texas,Single Family Residential,164000,-0.062321326,269749.5,98.57142857,13,36,2.8,56,0.778642937,0.166666667
1/1/2026,"Bonham, TX",Texas,Single Family Residential,145000,-0.240837696,240000,160.2564103,5,56,11.2,94,0.895014455,0.214285714
1/1/2026,"Peaster, TX",Texas,Single Family Residential,415000,NA,660000,241.9825073,1,8,8,75,0.989272944,0.125
1/1/2026,"Pleasant Valley, TX",Texas,Single Family Residential,209900,NA,NA,208.234127,1,NA,NA,149,NA,NA
1/1/2026,"Rosser, TX",Texas,Single Family Residential,80000,NA,NA,51.8134715,1,NA,NA,144,0.666666667,NA
1/1/2026,"Noonday, TX",Texas,Single Family Residential,430000,0.564205166,435000,230.9344791,1,2,2,285,NA,0.5
1/1/2026,"Danbury, TX",Texas,Single Family Residential,283500,-0.140909091,235500,167.1255974,2,9,4.5,105,0.963519059,0.222222222
1/1/2026,"Marshall, TX",Texas,Single Family Residential,269950,0.713968254,182200,130.3520209,10,82,8.2,90,NA,0.146341463
1/1/2026,"Buda, TX",Texas,Single Family Residential,330000,-0.175,402495,176.1896307,7,62,8.9,119,0.986517611,0.129032258
1/1/2026,"Freeport, TX",Texas,Single Family Residential,169400,-0.084324324,155000,92.87280702,7,53,7.6,90,0.91224061,0.283018868
1/1/2026,"Homestead Meadows South, TX",Texas,Single Family Residential,189475,-0.298110761,NA,102.2385938,2,1,0.5,112,0.983783784,NA
1/1/2026,"Ore City, TX",Texas,Single Family Residential,134900,NA,109999.5,124.676525,1,4,4,63,NA,0.25
1/1/2026,"Clint, TX",Texas,Single Family Residential,725650,2.62825,NA,246.1631886,2,1,0.5,2,1,NA
1/1/2026,"Winona, TX",Texas,Single Family Residential,260625,NA,NA,173.804246,2,10,5,205,0.966981132,0.2
1/1/2026,"Mountain City, TX",Texas,Single Family Residential,435000,NA,475000,217.6088044,1,2,2,162,0.966666667,1
1/1/2026,"Orange Grove, TX",Texas,Single Family Residential,320000,NA,259000,194.4106926,1,6,6,22,1.015873016,0.166666667
1/1/2026,"Savoy, TX",Texas,Single Family Residential,385000,NA,NA,195.7295374,1,3,3,118,1.00130039,NA
1/1/2026,"River Oaks, TX",Texas,Single Family Residential,181000,-0.372615897,226500,206.2699256,2,23,11.5,62,0.950662021,0.217391304
1/1/2026,"Nolanville, TX",Texas,Single Family Residential,330000,0.021039604,327000,148.2231201,2,66,33,257,1,0.272727273
1/1/2026,"Sweeny, TX",Texas,Single Family Residential,176500,NA,194500,121.3902836,2,24,12,312,0.969635454,0.5
1/1/2026,"Jourdanton, TX",Texas,Single Family Residential,174999.5,-0.069146644,215498.5,142.9980844,4,21,5.3,185,0.985714286,0.333333333
1/1/2026,"Richmond, TX",Texas,Single Family Residential,300000,-0.181580096,282450,155.2795031,5,36,7.2,117,1.012733696,0.388888889
1/1/2026,"Pearsall, TX",Texas,Single Family Residential,126000,-0.148648649,277250,99.77335165,2,14,7,104,1.022222222,NA
1/1/2026,"Port O'Connor, TX",Texas,Single Family Residential,446975,0.862395833,975000,260.5632328,4,48,12,125,0.907179013,0.166666667
1/1/2026,"Pleak, TX",Texas,Single Family Residential,211000,-0.272413793,429000,201.7208413,1,3,3,4,0.959090909,NA
1/1/2026,"Ladonia, TX",Texas,Single Family Residential,245000,NA,NA,101.3593644,2,6,3,212,0.906004379,0.5
1/1/2026,"Kerens, TX",Texas,Single Family Residential,138000,-0.1375,235000,113.4868421,1,6,6,137,1.061538462,NA
1/1/2026,"Plainview, TX",Texas,Single Family Residential,187500,0.563803169,164000,92.32625639,6,69,11.5,54,NA,0.115942029
1/1/2026,"Beasley, TX",Texas,Single Family Residential,344396,0.572584475,274499.5,142.5480132,1,8,8,34,0.997844353,0.5
1/1/2026,"Midway North, TX",Texas,Single Family Residential,268950,NA,259000,164.8462903,2,15,7.5,264,0.998129923,0.133333333
1/1/2026,"Burleson, TX",Texas,Single Family Residential,329950,-0.043623188,325000,174.8582231,37,215,5.8,69,0.985320879,0.218604651
1/1/2026,"Helotes, TX",Texas,Single Family Residential,412500,0.071456401,455000,163.7155424,4,30,7.5,60,0.969379806,0.4
1/1/2026,"Salado, TX",Texas,Single Family Residential,325000,0.094276094,468000,175.3782669,5,27,5.4,133,0.964321995,0.148148148
1/1/2026,"Plano, TX",Texas,Single Family Residential,499000,-0.040384615,527499.5,218.579235,103,477,4.6,59,0.972153147,0.28721174
1/1/2026,"Clarksville City, TX",Texas,Single Family Residential,215000,NA,320000,121.7440544,1,3,3,27,NA,0.333333333
1/1/2026,"San Benito, TX",Texas,Single Family Residential,175000,-0.222222222,171500,147.6851852,9,61,6.8,41,0.876923077,0.196721312
1/1/2026,"Hornsby Bend, TX",Texas,Single Family Residential,286500,0.077067669,279000,182.9428371,4,38,9.5,66,0.97574928,0.236842105
1/1/2026,"Dickinson, TX",Texas,Single Family Residential,315000,0.229268293,260000,133.3618844,9,82,9.1,138,0.907092571,0.268292683
1/1/2026,"Barton Creek, TX",Texas,Single Family Residential,2820000,-0.015706806,2350000,492.8975283,2,19,9.5,115,0.933585651,0.210526316
1/1/2026,"La Feria, TX",Texas,Single Family Residential,252900,0.05617039,214997.5,169.6177062,2,33,16.5,268,1,0.303030303
1/1/2026,"Hurst, TX",Texas,Single Family Residential,351447.5,0.101026003,354500,196.5328776,18,69,3.8,53,0.961454966,0.260869565
1/1/2026,"Richwood, TX",Texas,Single Family Residential,281000,-0.012302285,277500,174.7438593,4,21,5.3,30,1.00703197,0.380952381
1/1/2026,"Ransom Canyon, TX",Texas,Single Family Residential,490000,0.633333333,432500,154.3673709,4,13,3.3,171,NA,0.307692308
1/1/2026,"Farmersville, TX",Texas,Single Family Residential,258599,0.077495833,250000,136.3918776,1,21,21,64,1,0.238095238
1/1/2026,"Aubrey, TX",Texas,Single Family Residential,311999.5,-0.108572857,340375,158.4554095,14,90,6.4,76,1.002202051,0.366666667
1/1/2026,"Cloverleaf, TX",Texas,Single Family Residential,242250,-0.085676543,255000,119.3349754,3,29,9.7,123,0.880692308,0.206896552
1/1/2026,"Denton, TX",Texas,Single Family Residential,380000,0.055555556,385000,181.5704171,90,451,5,93,0.971376833,0.294900222
1/1/2026,"Fair Oaks Ranch, TX",Texas,Single Family Residential,675000,0.040149782,699000,224.0802676,9,51,5.7,145,0.96980827,0.294117647
1/1/2026,"Premont, TX",Texas,Single Family Residential,38000,NA,NA,34.92647059,1,5,5,1,0.844444444,NA
1/1/2026,"Lake Dallas, TX",Texas,Single Family Residential,359639,0.088166415,394500,164.4129659,2,21,10.5,82,0.991183004,0.238095238
1/1/2026,"Abram, TX",Texas,Single Family Residential,328300,1.605555556,NA,180.5830583,1,5,5,96,1.010153846,NA
1/1/2026,"Bellmead, TX",Texas,Single Family Residential,219500,0.439344262,188375,158.4074074,4,26,6.5,92,0.994481242,0.384615385
1/1/2026,"Surfside Beach, TX",Texas,Single Family Residential,344500,0.163851351,447450,296.2966079,2,92,46,281,0.93746868,0.130434783
1/1/2026,"Dallas, TX",Texas,Single Family Residential,389250,-0.026631658,455000,219.4377334,414,2405,5.8,62,0.960401576,0.253638254
1/1/2026,"Petersburg, TX",Texas,Single Family Residential,30000,NA,NA,19.035533,1,3,3,52,0.857142857,0.666666667
1/1/2026,"Pflugerville, TX",Texas,Single Family Residential,346650,-0.047664835,374000,181.9153778,40,217,5.4,93,0.981715021,0.244239631
1/1/2026,"McQueeney, TX",Texas,Single Family Residential,1050000,NA,1275000,247.4081056,1,13,13,144,0.84,0.076923077
1/1/2026,"Little Cypress, TX",Texas,Single Family Residential,202000,NA,375000,97.25320038,2,6,3,298,NA,0.5
1/1/2026,"Alamo Heights, TX",Texas,Single Family Residential,719000,-0.207713499,598000,335.1875462,4,16,4,143,0.901574641,0.25
1/1/2026,"Terrell, TX",Texas,Single Family Residential,189500,-0.200467484,299000,146.2311781,10,104,10.4,60,0.958473358,0.278846154
1/1/2026,"Conroe, TX",Texas,Single Family Residential,324990,0.085108514,309950,159.9699229,123,703,5.7,131,0.972974632,0.406827881
1/1/2026,"Lawn, TX",Texas,Single Family Residential,108500,NA,NA,71.05435494,1,2,2,38,0.986363636,NA
1/1/2026,"Trophy Club, TX",Texas,Single Family Residential,912500,0.208609272,925000,263.3586173,6,35,5.8,37,0.969980351,0.257142857
1/1/2026,"Diboll, TX",Texas,Single Family Residential,68000,NA,194500,63.73008435,1,17,17,30,0.85106383,0.235294118
1/1/2026,"Rusk, TX",Texas,Single Family Residential,109949.5,1.339351064,229497.5,93.94302792,2,28,14,177,NA,0.214285714
1/1/2026,"Grape Creek, TX",Texas,Single Family Residential,162450,-0.348897796,225000,85.30470382,4,9,2.3,18,NA,0.222222222
1/1/2026,"Trinidad, TX",Texas,Single Family Residential,187500,NA,137000,125,2,5,2.5,197,0.965452409,0.4
1/1/2026,"Fairchilds, TX",Texas,Single Family Residential,230000,NA,475000,144.1102757,1,4,4,167,0.769230769,NA
1/1/2026,"Krum, TX",Texas,Single Family Residential,250500,-0.283261803,304900,159.4379963,7,21,3,96,0.970188642,0.238095238
1/1/2026,"Edinburg, TX",Texas,Single Family Residential,300000,0.023890785,291995,153.1997414,41,354,8.6,87,0.974299428,0.209039548
1/1/2026,"Hedwig Village, TX",Texas,Single Family Residential,2085000,-0.261946903,1471000,531.7951474,2,3,1.5,123,0.983773486,NA
1/1/2026,"Point Venture, TX",Texas,Single Family Residential,375000,NA,306450,220.9781968,3,18,6,40,0.947128517,0.222222222
1/1/2026,"Callisburg, TX",Texas,Single Family Residential,331000,NA,355000,199.8792271,1,2,2,145,0.97640118,NA
1/1/2026,"Tierra Bonita, TX",Texas,Single Family Residential,90000,NA,NA,93.75,1,NA,NA,392,0.900009,NA
1/1/2026,"Hunters Creek Village, TX",Texas,Single Family Residential,3575000,0.33221539,NA,555.0639415,4,2,0.5,67,0.956020377,1
1/1/2026,"Bushland, TX",Texas,Single Family Residential,362000,NA,364900,197.7061715,3,17,5.7,188,NA,0.176470588
1/1/2026,"Penitas, TX",Texas,Single Family Residential,340000,0.748521471,120000,143.4599156,1,12,12,15,1,0.333333333
1/1/2026,"Saginaw, TX",Texas,Single Family Residential,310000,0.016393443,310000,171.5190787,14,74,5.3,54,0.992800619,0.162162162
1/1/2026,"Sachse, TX",Texas,Single Family Residential,483500,0.044276458,432725,174.2758959,9,66,7.3,115,0.990283947,0.196969697
1/1/2026,"San Elizario, TX",Texas,Single Family Residential,153500,-0.228643216,201500,107.9695767,2,9,4.5,169,0.928571429,0.222222222
1/1/2026,"Serenada, TX",Texas,Single Family Residential,535750,NA,1750000,244.5924208,2,6,3,93,0.983466934,0.333333333
1/1/2026,"West University Place, TX",Texas,Single Family Residential,1995000,0.218320611,1357500,558.1980974,7,23,3.3,33,1.010155538,0.130434783
1/1/2026,"Preston, TX",Texas,Single Family Residential,989500,NA,499900,301.751288,2,19,9.5,123,0.979452055,0.105263158
1/1/2026,"Murillo, TX",Texas,Single Family Residential,308000,0.175572519,280000,181.246726,9,46,5.1,62,0.992928963,0.173913044
1/1/2026,"Seguin, TX",Texas,Single Family Residential,272000,0.05019305,259000,148.5636219,59,370,6.3,138,0.970914498,0.386486487
1/1/2026,"Addison, TX",Texas,Single Family Residential,539500,-0.1368,497450,275.2429185,4,12,3,118,0.981997821,0.166666667
1/1/2026,"Bedford, TX",Texas,Single Family Residential,407250,0.108314056,374900,208.8857038,28,92,3.3,65,0.976993437,0.282608696
1/1/2026,"Bastrop, TX",Texas,Single Family Residential,320500,0.0015625,350000,160.25,5,52,10.4,64,0.88435375,0.269230769
1/1/2026,"Seagoville, TX",Texas,Single Family Residential,350000,-0.069148936,311740,144.6312364,11,97,8.8,87,0.992075495,0.391752577
1/1/2026,"Frisco, TX",Texas,Single Family Residential,647500,-0.094405594,697450,227.9484638,115,525,4.6,81,0.969535333,0.255238095
1/1/2026,"Hamlin, TX",Texas,Single Family Residential,174500,NA,72450,79.63690018,2,15,7.5,146,0.970895521,0.4
1/1/2026,"Thrall, TX",Texas,Single Family Residential,150000,NA,294900,178.5714286,1,3,3,206,0.937505859,NA
1/1/2026,"Hewitt, TX",Texas,Single Family Residential,297000,-0.208,313750,179.0273556,11,47,4.3,55,0.978967487,0.191489362
1/1/2026,"Kilgore, TX",Texas,Single Family Residential,185000,-0.118837819,220000,114.3270622,9,60,6.7,103,NA,0.216666667
1/1/2026,"Palmview South, TX",Texas,Single Family Residential,154000,NA,NA,171.875,1,NA,NA,58,1.006535948,NA
1/1/2026,"Muniz, TX",Texas,Single Family Residential,201000,NA,110000,149.6649293,1,3,3,18,1.030774517,NA
1/1/2026,"Blanket, TX",Texas,Single Family Residential,32000,NA,NA,21.39037433,1,4,4,118,0.853333333,0.5
1/1/2026,"East Mountain, TX",Texas,Single Family Residential,154900,NA,289900,185.0657109,1,3,3,146,NA,NA
1/1/2026,"Sienna, TX",Texas,Single Family Residential,589000,0.237394958,580000,161.1295681,13,69,5.3,91,0.943762343,0.217391304
1/1/2026,"Rendon, TX",Texas,Single Family Residential,486250,-0.127019749,622500,198.2310108,8,41,5.1,58,0.947447738,0.219512195
1/1/2026,"Springtown, TX",Texas,Single Family Residential,315000,-0.099742784,297000,174.531351,11,64,5.8,97,0.990361333,0.359375
1/1/2026,"Lago Vista, TX",Texas,Single Family Residential,390000,-0.022556391,437000,212.8820961,7,126,18,146,0.984419713,0.222222222
1/1/2026,"Anahuac, TX",Texas,Single Family Residential,165500,-0.243947008,277000,137.2797019,2,9,4.5,8,0.958838384,0.333333333
1/1/2026,"Bangs, TX",Texas,Single Family Residential,117000,0.570469799,130000,82.64227642,4,9,2.3,148,0.909204264,0.666666667
1/1/2026,"Paloma Creek South, TX",Texas,Single Family Residential,355000,-0.071895425,329000,130.484115,7,56,8,163,0.984296966,0.375
1/1/2026,"Log Cabin, TX",Texas,Single Family Residential,255000,NA,165000,188.8888889,1,10,10,217,1.02,0.2
1/1/2026,"Hutchins, TX",Texas,Single Family Residential,337000,-0.011585276,363900,208.6107412,3,30,10,85,0.978945958,0.066666667
1/1/2026,"Lake Kiowa, TX",Texas,Single Family Residential,407500,-0.372352715,599000,227.8225806,5,36,7.2,249,0.9630715,0.138888889
1/1/2026,"Meadows Place, TX",Texas,Single Family Residential,275750,0.011926606,309900,156.9836816,4,14,3.5,165,0.978865076,0.214285714
1/1/2026,"Jamaica Beach, TX",Texas,Single Family Residential,322400,-0.581570409,525000,246.8606432,1,51,51,972,0.993528505,0.215686275
1/1/2026,"Whitehouse, TX",Texas,Single Family Residential,373900,0.498897575,279900,166.6642114,4,56,14,63,NA,0.178571429
1/1/2026,"Howe, TX",Texas,Single Family Residential,299000,-0.062695925,237999.5,143.6726927,6,27,4.5,168,0.983978495,0.259259259
1/1/2026,"La Joya, TX",Texas,Single Family Residential,225000,-0.013157895,140000,160.7142857,1,20,20,19,1.022727273,0.2
1/1/2026,"Cumings, TX",Texas,Single Family Residential,336500,0.013554217,325000,116.0344828,1,11,11,306,1,0.272727273
1/1/2026,"Highlands, TX",Texas,Single Family Residential,270000,0.134453782,155000,123.5132662,1,18,18,43,0.981818182,0.277777778
1/1/2026,"Windcrest, TX",Texas,Single Family Residential,337500,-0.035714286,392000,130.1515,6,31,5.2,68,0.943551198,0.580645161
1/1/2026,"Bryan, TX",Texas,Single Family Residential,305000,0.034073572,282490,175,79,398,5,78,0.942049789,0.170854271
1/1/2026,"Doffing, TX",Texas,Single Family Residential,60000,-0.8,119000,52.0445231,2,8,4,591,0.8,0.375
1/1/2026,"Grand Prairie, TX",Texas,Single Family Residential,369450,0.077113703,387205,171.3217026,82,271,3.3,63,0.97967672,0.236162362
1/1/2026,"Early, TX",Texas,Single Family Residential,170000,-0.190476191,283000,115.9017335,2,6,3,27,0.935594512,0.166666667
1/1/2026,"Garden Ridge, TX",Texas,Single Family Residential,760000,0.109489051,1150000,197.7305649,3,21,7,49,0.993548387,0.380952381
1/1/2026,"Kountze, TX",Texas,Single Family Residential,159900,2.204408818,184950,116.4603059,1,3,3,6,NA,NA
1/1/2026,"Cedar Park, TX",Texas,Single Family Residential,502500,-0.067285383,437000,214.8488306,42,156,3.7,124,0.967408612,0.282051282
1/1/2026,"Bee Cave, TX",Texas,Single Family Residential,890000,-0.113987058,702000,372.2291928,3,12,4,77,0.963263337,0.166666667
1/1/2026,"Porter, TX",Texas,Single Family Residential,303995,0.029120528,328631.5,154.4349543,54,382,7.1,93,0.972599304,0.37434555
1/1/2026,"McLendon-Chisholm, TX",Texas,Single Family Residential,717000,0.244767895,678575,201.4294142,4,70,17.5,92,0.948481287,0.257142857
1/1/2026,"Hearne, TX",Texas,Single Family Residential,118000,0.072727273,170950,102.7180784,5,24,4.8,75,0.962254902,0.166666667
1/1/2026,"Eagle Pass, TX",Texas,Single Family Residential,289500,-0.077290837,270000,194.2926533,7,83,11.9,36,NA,0.132530121
1/1/2026,"Kempner, TX",Texas,Single Family Residential,277000,NA,407450,186.7835469,1,7,7,303,1.007272727,0.428571429
1/1/2026,"White Oak, TX",Texas,Single Family Residential,460000,0.363164913,269900,155.7210562,1,26,26,57,NA,0.269230769
1/1/2026,"Old River-Winfree, TX",Texas,Single Family Residential,520000,NA,NA,185.7142857,1,2,2,65,0.945454546,0.5
1/1/2026,"Hickory Creek, TX",Texas,Single Family Residential,480000,-0.342465753,392500,163.7666325,1,11,11,95,0.87431694,0.181818182
1/1/2026,"Dumas, TX",Texas,Single Family Residential,219950,0.169946809,190000,122.8700462,16,39,2.4,74,1,0.461538462
1/1/2026,"Panhandle, TX",Texas,Single Family Residential,169900,-0.224200913,133750,117.0110193,3,6,2,130,NA,NA
1/1/2026,"Iowa Park, TX",Texas,Single Family Residential,199000,0.105865812,139900,137.1638232,8,24,3,61,NA,0.166666667
1/1/2026,"Southlake, TX",Texas,Single Family Residential,1347000,0.099591837,1599999,364.053461,13,84,6.5,65,0.976705614,0.130952381
1/1/2026,"Cedar Hill, TX",Texas,Single Family Residential,310000,-0.046153846,335000,168.01854,29,144,5,104,0.974774825,0.208333333
1/1/2026,"Canyon Creek, TX",Texas,Single Family Residential,279450,0.01710646,275000,163.1839451,8,64,8,127,0.991251382,0.1875
1/1/2026,"Lampasas, TX",Texas,Single Family Residential,245250,-0.2152,270249.5,140.0713376,4,35,8.8,105,0.969697425,0.285714286
1/1/2026,"Ovilla, TX",Texas,Single Family Residential,589950,0.053482143,520000,183.5712968,4,31,7.8,50,0.989642015,0.419354839
1/1/2026,"Kirby, TX",Texas,Single Family Residential,206000,0.329032258,208900,154.6132921,2,19,9.5,134,0.992502463,0.210526316
1/1/2026,"Muenster, TX",Texas,Single Family Residential,335000,0.043613707,424999,159.337977,2,6,3,370,0.963834423,NA
1/1/2026,"Claude, TX",Texas,Single Family Residential,30000,NA,249500,19.18158568,1,3,3,24,NA,NA
1/1/2026,"Petrolia, TX",Texas,Single Family Residential,19900,-0.862758621,NA,16.86440678,1,1,1,81,NA,1
1/1/2026,"Pecan Hill, TX",Texas,Single Family Residential,325000,0.101694915,NA,183.0985915,1,2,2,8,1.083333333,NA
1/1/2026,"Richland, TX",Texas,Single Family Residential,150000,NA,NA,144.2307692,1,2,2,63,1,NA
1/1/2026,"Brazos Country, TX",Texas,Single Family Residential,1050000,1.210526316,NA,171.990172,1,1,1,63,0.954545455,NA
1/1/2026,"Double Oak, TX",Texas,Single Family Residential,840000,0.221818182,1149000,238.5008518,1,7,7,32,0.933333333,0.285714286
1/1/2026,"Lakewood Village, TX",Texas,Single Family Residential,760000,2.04,631013.5,205.7522124,3,28,9.3,177,0.924849194,0.678571429
1/1/2026,"Winnie, TX",Texas,Single Family Residential,135000,-0.346246973,NA,75.84269663,1,9,9,5,0.771428571,0.444444444
1/1/2026,"Beaumont, TX",Texas,Single Family Residential,224900,0.1245,177075,116.4383562,57,364,6.4,93,0.934177628,0.236263736
1/1/2026,"Cool, TX",Texas,Single Family Residential,239000,-0.416930959,NA,189.6825397,1,1,1,16,1,NA
1/1/2026,"Gladewater, TX",Texas,Single Family Residential,143500,-0.006920415,179900,104.8080863,4,41,10.3,161,NA,0.292682927
1/1/2026,"Leon Valley, TX",Texas,Single Family Residential,275000,-0.095394737,275000,180.2451334,5,40,8,51,0.973051108,0.225
1/1/2026,"New Home, TX",Texas,Single Family Residential,285500,0.297727273,NA,171.1630695,1,2,2,3,NA,0.5
